audio_Id,action,adventure,advertising,calm,children,dark,documentary,holiday,party,trailer
5638,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5640,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5641,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5642,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5643,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6247,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6249,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6250,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6251,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6252,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6253,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6254,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6256,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6257,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6258,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6610,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6611,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6720,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6730,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7358,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7396,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7397,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7401,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9592,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9830,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9837,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9838,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11750,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11760,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11771,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11840,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11845,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12099,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12100,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12101,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12102,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13823,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13827,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14026,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15160,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15998,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15999,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16038,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16039,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16040,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16041,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16658,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16659,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16660,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16661,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16662,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16663,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16664,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16665,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17155,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17490,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17491,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17493,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17494,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18229,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19199,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19202,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19203,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19205,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20530,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20531,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20532,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20533,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20534,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20535,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20536,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20537,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20538,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20740,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20742,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21492,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21494,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21502,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21509,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21851,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21852,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21853,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21859,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21860,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21861,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23868,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24023,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
24024,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
24026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24242,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24837,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25218,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25220,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25221,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25237,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25240,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25242,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25243,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25247,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25251,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25252,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25254,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25262,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25263,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25264,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25266,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25270,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25271,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25273,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25380,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25381,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25389,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25877,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26321,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26404,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
26405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26430,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26431,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26432,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26435,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26439,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26827,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
28191,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
